Date,AUDUSD=X_High,AUDUSD=X_Low,AUDUSD=X_Open,AUDUSD=X_Close,NOSMFSVL_High,NOSMFSVL_Low,NOSMFSVL_Open,NOSMFSVL_Close,GJGB10 Index_High,GJGB10 Index_Low,GJGB10 Index_Open,GJGB10 Index_Close,USDJPY=X_High,USDJPY=X_Low,USDJPY=X_Open,USDJPY=X_Close,USGG2YR Index_High,USGG2YR Index_Low,USGG2YR Index_Open,USGG2YR Index_Close,HG1 Comdty_High,HG1 Comdty_Low,HG1 Comdty_Open,HG1 Comdty_Close,USDBRL=X_High,USDBRL=X_Low,USDBRL=X_Open,USDBRL=X_Close,LHA Comdty_High,LHA Comdty_Low,LHA Comdty_Open,LHA Comdty_Close,CSA1 Comdty_High,CSA1 Comdty_Low,CSA1 Comdty_Open,CSA1 Comdty_Close,USDSEK=X_High,USDSEK=X_Low,USDSEK=X_Open,USDSEK=X_Close,CPI XYOY Index_High,CPI XYOY Index_Low,CPI XYOY Index_Open,CPI XYOY Index_Close,USGG10YR Index_High,USGG10YR Index_Low,USGG10YR Index_Open,USGG10YR Index_Close,JPY10Y Curncy_High,JPY10Y Curncy_Low,JPY10Y Curncy_Open,JPY10Y Curncy_Close,EURUSD=X_High,EURUSD=X_Low,EURUSD=X_Open,EURUSD=X_Close,US0003M Index_High,US0003M Index_Low,US0003M Index_Open,US0003M Index_Close,USDCHF=X_High,USDCHF=X_Low,USDCHF=X_Open,USDCHF=X_Close,NZDUSD=X_High,NZDUSD=X_Low,NZDUSD=X_Open,NZDUSD=X_Close,USDCAD=X_High,USDCAD=X_Low,USDCAD=X_Open,USDCAD=X_Close,AAPL_High,AAPL_Low,AAPL_Open,AAPL_Close,USDNOK=X_High,USDNOK=X_Low,USDNOK=X_Open,USDNOK=X_Close,GBPUSD=X_High,GBPUSD=X_Low,GBPUSD=X_Open,GBPUSD=X_Close
09-24-2020,0.708215,0.701769,0.7071,0.7069,,,,,1.26,1.235,1.26,1.245,105.519997,105.214996,105.324997,105.304001,4.406,4.338,4.355,4.342,76.25,75.2,75.2,76.15,5.6212,5.5293,5.5921,5.5924,,,,,38.9,38.9,38.9,38.9,9.14638,8.98732,9.00932,8.99129,,,,,5.304,5.236,5.284,5.253,-4690.0,-4700.0,-4690.0,-4700.0,1.1681,1.162966,1.166194,1.165854,,,,4.03,0.92782,0.9214,0.92379,0.92395,0.655609,0.651249,0.65472,0.654519,1.34169,1.33687,1.33815,1.33835,110.25,105.0,105.169998,108.220001,9.5933,9.4557,9.49968,9.4857,1.277449,1.269277,1.271795,1.271747
09-25-2020,0.7089,0.7007,0.705632,0.705716,,,,,1.274,1.224,1.224,1.259,105.697998,105.247002,105.435997,105.434998,4.38,4.287,4.321,4.359,75.5,74.55,75.2,75.2,5.586,5.506018,5.5084,5.5084,,,,,38.9,38.9,38.9,38.9,9.16277,9.07557,9.10213,9.09548,,,,,5.356,5.28,5.354,5.284,-4720.0,-4790.0,-4790.0,-4720.0,1.168511,1.161346,1.167365,1.167324,,,,4.05625,0.92953,0.9249,0.92673,0.92674,0.65917,0.653108,0.65493,0.65499,1.34139,1.33405,1.33497,1.33514,112.440002,107.669998,108.43,112.279999,9.61361,9.461,9.50673,9.48556,1.280377,1.269132,1.275657,1.275705
09-28-2020,0.7075,0.703339,0.704325,0.704191,,,,,1.237,1.219,1.234,1.224,105.658997,105.264,105.584,105.573997,4.345,4.218,4.218,4.324,76.0,75.1,75.75,75.2,5.6207,5.512735,5.5586,5.5611,,,,,38.88,38.88,38.88,38.88,9.13934,9.02802,9.12964,9.12494,,,,,5.369,5.308,5.325,5.356,-4680.0,-4700.0,-4680.0,-4700.0,1.167965,1.161669,1.163508,1.163535,,,,4.07,0.92943,0.9248,0.92822,0.92811,0.656741,0.654129,0.65532,0.655179,1.34027,1.33553,1.338,1.33788,115.32,112.779999,115.010002,114.959999,9.5815,9.4556,9.55561,9.56589,1.291906,1.275315,1.276539,1.276683
09-29-2020,0.7138,0.70751,0.709623,0.70952,,,,,1.257,1.232,1.244,1.244,105.722,105.348,105.439003,105.432999,4.26,4.193,4.235,4.231,76.6,75.1,76.3,75.75,5.6675,5.6084,5.6601,5.6602,,,,,38.4,38.4,38.4,38.4,9.05199,8.96485,9.0281,9.02776,,,,,5.324,5.225,5.255,5.324,-4700.0,-4700.0,-4700.0,-4700.0,1.174164,1.166657,1.167774,1.167883,,,,4.075,0.92454,0.91923,0.923719,0.92374,0.659779,0.655398,0.656651,0.656802,1.34114,1.33517,1.33587,1.33568,115.309998,113.57,114.550003,114.089996,9.50202,9.41585,9.4579,9.46234,1.289873,1.283648,1.287283,1.287349
09-30-2020,0.7172,0.71005,0.71458,0.71436,,,,,1.265,1.241,1.244,1.249,105.795998,105.408997,105.664001,105.664001,4.353,4.192,4.268,4.239,77.2,76.2,76.7,76.25,5.6653,5.605298,5.6305,5.6305,,,,,38.4,38.4,38.4,38.4,9.03285,8.93602,8.9648,8.96565,,,,2.7,5.303,5.24,5.263,5.255,-4700.0,-4720.0,-4700.0,-4720.0,1.175641,1.168607,1.174274,1.174205,,,,4.07625,0.92429,0.91615,0.91938,0.91944,0.661551,0.65706,0.660288,0.660092,1.34201,1.33182,1.33829,1.33838,117.260002,113.620003,113.790001,115.809998,9.49315,9.34825,9.40521,9.40596,1.293962,1.280787,1.286505,1.286654
10-01-2020,0.721,0.71559,0.71675,0.716651,,,,,1.275,1.241,1.269,1.245,105.722,105.417999,105.448997,105.450996,4.327,4.251,4.285,4.272,77.6,76.1,77.4,76.1,5.6537,5.576709,5.6093,5.6084,,,,,38.3,38.3,38.3,38.3,8.963,8.90003,8.92348,8.92211,,,,,5.358,5.255,5.339,5.269,-4650.0,-4730.0,-4650.0,-4730.0,1.1767,1.171811,1.172374,1.172608,,,,4.055,0.92137,0.9163,0.9207,0.9207,0.665748,0.66177,0.662379,0.662278,1.33195,1.3279,1.3305,1.33053,117.720001,115.830002,117.639999,116.790001,9.34704,9.2522,9.3269,9.3252,1.298027,1.282298,1.291823,1.291756
10-02-2020,0.7186,0.71346,0.718112,0.718288,,,,,1.305,1.277,1.279,1.284,105.665001,104.961998,105.564003,105.542999,4.352,4.116,4.167,4.314,78.7,78.35,78.4,78.6,5.6835,5.605516,5.6424,5.642,,,,,38.3,38.3,38.3,38.3,8.9638,8.8826,8.89315,8.894,,,,,5.369,5.318,5.369,5.341,-4660.0,-4710.0,-4660.0,-4710.0,1.1747,1.169714,1.174412,1.174495,,,,4.04,0.92171,0.918,0.9187,0.91898,0.665491,0.661581,0.66511,0.665141,1.33303,1.32818,1.32849,1.3284,115.370003,112.220001,112.889999,113.019997,9.40109,9.2778,9.2898,9.3091,1.295102,1.283961,1.28856,1.288627
10-05-2020,0.719424,0.71638,0.717401,0.717721,,,,,1.3,1.254,1.26,1.283,105.752998,105.410004,105.535004,105.510002,4.175,4.033,4.066,4.162,79.4,78.75,79.15,78.75,5.6873,5.608517,5.6842,5.6816,,,,,38.3,38.3,38.3,38.3,8.92168,8.87774,8.9146,8.91934,,,,,5.445,5.326,5.379,5.364,-4650.0,-4680.0,-4650.0,-4680.0,1.179663,1.17193,1.172196,1.172044,,,,4.03,0.91855,0.9144,0.91806,0.9179,0.665482,0.66328,0.66387,0.66398,1.32923,1.32594,1.32915,1.3291,116.650002,113.550003,113.910004,116.5,9.3092,9.19612,9.3046,9.3052,1.298752,1.290156,1.292808,1.293109
10-06-2020,0.720871,0.7146,0.71913,0.719321,,,,,1.279,1.255,1.279,1.266,105.737999,105.510002,105.724998,105.707001,4.116,4.049,4.116,4.07,78.4,78.05,78.3,78.4,5.5745,5.4845,5.5734,5.5734,,,,,38.75,38.75,38.75,38.75,8.9271,8.87791,8.89027,8.8864,,,,,5.511,5.372,5.503,5.381,-4650.0,-4670.0,-4650.0,-4670.0,1.180735,1.176734,1.178828,1.179245,,,,4.10313,0.91532,0.91328,0.915,0.91505,0.6658,0.662528,0.66523,0.66538,1.32829,1.32424,1.32593,1.3257,116.120003,112.25,115.699997,113.160004,9.286,9.18209,9.19407,9.1959,1.300898,1.29234,1.299207,1.299258
10-07-2020,0.71516,0.70993,0.71104,0.71101,,,,,1.31,1.274,1.279,1.28,106.105003,105.626999,105.638,105.639999,4.116,4.058,4.099,4.112,79.2,78.4,79.05,78.4,5.634,5.551,5.5928,5.5938,,,,,38.75,38.75,38.75,38.75,8.96175,8.87809,8.93622,8.9433,,,,,5.518,5.488,5.513,5.509,-4660.0,-4670.0,-4660.0,-4670.0,1.178139,1.172541,1.173737,1.173764,,,,4.12125,0.9184,0.9159,0.9173,0.91764,0.66014,0.65767,0.659091,0.659,1.33399,1.32697,1.33203,1.33213,115.550003,114.129997,114.620003,115.080002,9.37592,9.2741,9.34909,9.34746,1.292925,1.285033,1.288477,1.288328
10-08-2020,0.71702,0.712428,0.713725,0.71382,,,,,1.305,1.284,1.3,1.288,106.083,105.922997,105.973,105.964996,4.141,4.091,4.141,4.095,79.6,78.5,78.5,79.5,5.6431,5.581089,5.611,5.6113,,,,,38.75,38.75,38.75,38.75,8.89347,8.8572,8.87733,8.8762,,,,,5.531,5.462,5.496,5.515,-4640.0,-4640.0,-4640.0,-4640.0,1.178134,1.17353,1.176554,1.176747,,,,4.07,0.91961,0.91579,0.91702,0.916776,0.659631,0.654819,0.65726,0.65741,1.32645,1.3218,1.32585,1.32578,116.400002,114.589996,116.25,114.970001,9.30455,9.25636,9.28579,9.28965,1.296933,1.289657,1.291656,1.291756
10-09-2020,0.7242,0.716969,0.71752,0.7178,,,,,1.33,1.3,1.324,1.315,106.021004,105.608002,106.021004,106.017998,4.224,4.049,4.215,4.145,78.05,76.7,76.85,78.05,5.5998,5.5107,5.5989,5.5986,,,,,38.45,38.45,38.45,38.45,8.86109,8.78414,8.85375,8.8512,,,,,5.513,5.449,5.492,5.511,-4670.0,-4680.0,-4680.0,-4670.0,1.182452,1.175876,1.176706,1.1767,,,,4.06,0.9172,0.91002,0.91694,0.9167,0.666871,0.658939,0.659039,0.658939,1.31954,1.31154,1.3192,1.31921,117.0,114.919998,115.279999,116.970001,9.2586,9.1463,9.24255,9.25,1.301507,1.292674,1.293929,1.294046
10-12-2020,0.723798,0.72062,0.722309,0.72246,,,,,1.304,1.262,1.3,1.286,105.651001,105.244003,105.638,105.632004,,,,,76.5,75.15,75.7,76.1,5.5323,5.5246,5.5249,5.529,,,,,38.35,38.35,38.35,38.35,8.82126,8.77778,8.80107,8.79869,,,,,,,,,-4780.0,-4790.0,-4780.0,-4790.0,1.182732,1.1788,1.181335,1.181684,,,,4.085,0.91219,0.9085,0.91068,0.91045,0.667111,0.664328,0.666231,0.66644,1.31424,1.31009,1.3131,1.313,125.18,119.279999,120.059998,124.400002,9.16354,9.1204,9.14923,9.1425,1.307976,1.300559,1.302932,1.303169
10-13-2020,0.720918,0.715733,0.720918,0.721188,,,,,1.3,1.244,1.252,1.293,105.625999,105.288002,105.348,105.338997,4.248,4.198,4.248,4.219,75.4,74.1,74.3,74.85,5.6226,5.5217,5.53,5.5297,,,,,38.25,38.25,38.25,38.25,8.82708,8.7532,8.7906,8.79431,,,,,5.51,5.361,5.399,5.491,-4830.0,-4830.0,-4830.0,-4830.0,1.181419,1.173571,1.181419,1.181614,,,,4.09875,0.9149,0.908963,0.90909,0.90901,0.66722,0.66297,0.664929,0.664929,1.31456,1.3098,1.31109,1.31125,125.389999,119.650002,125.269997,121.099998,9.22527,9.12965,9.1318,9.1325,1.306745,1.296193,1.306592,1.306575
10-14-2020,0.7192,0.71558,0.7167,0.71644,,,,,1.304,1.244,1.275,1.254,105.511002,105.038002,105.473999,105.470001,4.256,4.198,4.231,4.252,75.3,74.7,74.9,74.75,5.580483,5.5331,5.5679,5.5685,,,,,38.25,38.25,38.25,38.25,8.84017,8.79431,8.82053,8.82135,,,,,5.423,5.372,5.414,5.401,-4830.0,-4850.0,-4850.0,-4830.0,1.177024,1.172168,1.174398,1.174219,,,,4.27,0.91616,0.91134,0.91517,0.91518,0.668311,0.664628,0.665549,0.66554,1.31568,1.31164,1.31396,1.31418,123.029999,119.620003,121.0,121.190002,9.27174,9.1797,9.23488,9.23325,1.306267,1.28667,1.293326,1.293527
10-15-2020,0.7148,0.70565,0.71426,0.714148,,,,,1.275,1.24,1.254,1.255,105.388,105.112,105.139,105.139,4.305,4.206,4.272,4.227,74.9,74.45,74.9,74.7,5.644,5.588037,5.5907,5.5905,,,,,38.5,38.5,38.5,38.5,8.89196,8.80722,8.82063,8.8246,,,,,5.408,5.365,5.376,5.41,-4880.0,-4900.0,-4900.0,-4880.0,1.176055,1.169016,1.174757,1.174398,,,,4.29875,0.91547,0.9125,0.9131,0.91332,0.666258,0.657769,0.665952,0.665619,1.3256,1.3144,1.31483,1.31486,121.199997,118.150002,118.720001,120.709999,9.40895,9.2294,9.24905,9.25293,1.302932,1.289258,1.301439,1.301236
10-16-2020,0.709824,0.70711,0.70873,0.70884,,,,,1.269,1.225,1.25,1.254,105.436996,105.190002,105.355003,105.360001,4.347,4.239,4.255,4.276,75.8,75.1,75.1,75.55,5.6394,5.5979,5.6107,5.6112,,,,,38.6,38.6,38.6,38.6,8.88723,8.81206,8.86298,8.87688,,,,,5.435,5.372,5.399,5.374,-4960.0,-5030.0,-5030.0,-4960.0,1.174674,1.169495,1.170576,1.170713,,,,4.3075,0.91619,0.91222,0.9145,0.9143,0.6621,0.658818,0.65984,0.659892,1.32372,1.31772,1.32284,1.32251,121.550003,118.809998,121.279999,119.019997,9.38907,9.32182,9.3609,9.33999,1.296176,1.287333,1.290306,1.290206
10-19-2020,0.711794,0.70842,0.7094,0.7096,,,,,1.294,1.255,1.277,1.291,105.497002,105.305,105.438004,105.427002,4.28,4.123,4.14,4.259,76.25,75.0,75.9,75.05,5.6459,5.568535,5.6448,5.6448,,,,,38.9,38.9,38.9,38.9,8.85091,8.7799,8.84403,8.8421,,,,,5.435,5.361,5.412,5.405,-4920.0,-4960.0,-4920.0,-4960.0,1.179523,1.170494,1.171564,1.17155,,,,4.34,0.91644,0.90905,0.91511,0.91511,0.664699,0.66122,0.66187,0.661778,1.31904,1.3151,1.31799,1.31793,120.419998,115.660004,119.959999,115.980003,9.37674,9.26889,9.3213,9.3209,1.302287,1.292491,1.292775,1.292775
10-20-2020,0.706015,0.70212,0.70536,0.705617,,,,,1.285,1.265,1.274,1.272,105.745003,105.470001,105.470001,105.470001,4.222,4.123,4.189,4.144,75.8,75.1,75.8,75.45,5.6239,5.5663,5.6056,5.6056,,,,,39.0,39.0,39.0,39.0,8.83839,8.7416,8.82793,8.82914,,,,,5.514,5.399,5.456,5.407,-4900.0,-5020.0,-5020.0,-4950.0,1.183992,1.176263,1.176803,1.176886,,,,4.33625,0.91087,0.9054,0.91066,0.91057,0.659639,0.65545,0.6594,0.659309,1.32034,1.31129,1.31907,1.31897,118.980003,115.629997,116.199997,117.510002,9.34799,9.24809,9.33871,9.33798,1.297791,1.291272,1.2947,1.294867
10-21-2020,0.7128,0.705119,0.705119,0.705,,,,,1.303,1.27,1.303,1.289,105.474998,104.349998,105.474998,105.476997,4.24,4.095,4.129,4.21,77.35,75.85,77.2,76.05,5.6255,5.571,5.6042,5.6042,,,,,39.75,39.75,39.75,39.75,8.75213,8.6986,8.73921,8.7406,,,,,5.518,5.426,5.495,5.445,-5000.0,-5070.0,-5070.0,-5000.0,1.188213,1.182928,1.182928,1.182984,,,,4.31375,0.90683,0.903,0.90683,0.9067,0.667588,0.657921,0.65812,0.658081,1.3136,1.3081,1.3119,1.31205,118.709999,116.449997,116.669998,116.870003,9.27195,9.17828,9.27195,9.27131,1.317141,1.295521,1.295706,1.295404
10-22-2020,0.7118,0.7087,0.7104,0.71056,,,,,1.302,1.272,1.287,1.293,104.879997,104.459999,104.651001,104.676003,4.172,4.087,4.104,4.134,78.1,77.65,77.75,77.65,5.6239,5.5732,5.6071,5.6078,,,,,36.8,36.8,36.8,36.8,8.78409,8.7242,8.74332,8.74372,,,,,5.518,5.411,5.416,5.512,-5090.0,-5100.0,-5090.0,-5100.0,1.186944,1.181335,1.185129,1.185396,,,,4.34,0.90785,0.9054,0.90598,0.90579,0.6679,0.663372,0.664531,0.66462,1.31765,1.31241,1.3153,1.31532,118.040001,114.589996,117.449997,115.75,9.2568,9.19723,9.2378,9.2343,1.314994,1.307172,1.313111,1.313198
10-23-2020,0.7158,0.71016,0.71271,0.71261,,,,,1.326,1.264,1.322,1.289,104.906998,104.550003,104.906998,104.920998,4.24,4.113,4.232,4.126,78.1,77.25,78.0,77.5,5.6307,5.563704,5.5912,5.5913,,,,,36.9,36.9,36.9,36.9,8.79211,8.7322,8.7611,8.76233,,,,,5.475,5.416,5.447,5.42,-5030.0,-5100.0,-5030.0,-5100.0,1.185958,1.1788,1.181405,1.181502,,,,4.34,0.90911,0.90344,0.90762,0.9076,0.670529,0.66576,0.667192,0.66716,1.31578,1.31098,1.31376,1.31367,116.550003,114.279999,116.389999,115.040001,9.29297,9.19777,9.24426,9.24768,1.311441,1.30227,1.307839,1.307805
10-26-2020,0.7147,0.71047,0.71314,0.713201,,,,,1.345,1.309,1.339,1.314,105.039001,104.649002,104.707001,104.682999,4.317,4.215,4.3,4.236,79.0,77.95,78.5,78.25,5.6602,5.6116,5.6182,5.6162,,,,,36.9,36.9,36.9,36.9,8.78201,8.7294,8.75647,8.75693,,,,,5.499,5.264,5.295,5.447,-5020.0,-5050.0,-5020.0,-5050.0,1.185101,1.180401,1.184834,1.184848,,,,4.36,0.90792,0.9041,0.90456,0.90456,0.669842,0.667338,0.668329,0.66844,1.32181,1.3138,1.31476,1.31472,116.550003,112.879997,114.010002,115.050003,9.31412,9.2249,9.2605,9.25518,1.307258,1.299545,1.305364,1.305466
10-27-2020,0.7145,0.71181,0.712012,0.71171,,,,,1.382,1.342,1.379,1.354,104.830002,104.392998,104.806,104.832001,4.41,4.148,4.232,4.312,78.8,77.35,77.4,78.6,5.6563,5.5994,5.6227,5.6227,,,,,36.6,36.6,36.6,36.6,8.76169,8.6962,8.74075,8.74067,,,,,5.301,5.153,5.174,5.295,-4950.0,-4960.0,-4950.0,-4960.0,1.1838,1.179941,1.180944,1.180944,,,,4.38375,0.90971,0.906,0.9079,0.9079,0.672278,0.667869,0.667869,0.6678,1.3209,1.3154,1.32052,1.32061,117.279999,114.540001,115.489998,116.599998,9.24612,9.12974,9.24027,9.24124,1.307788,1.300255,1.301727,1.301575
10-28-2020,0.715717,0.70397,0.7122,0.71231,,,,,1.392,1.362,1.362,1.388,104.542,104.114998,104.541,104.544998,4.562,4.198,4.435,4.245,77.6,76.6,76.6,77.4,5.7886,5.699979,5.7051,5.7052,,,,,36.5,36.5,36.5,36.5,8.8615,8.7192,8.73825,8.73796,,,,,5.243,5.159,5.243,5.174,-5020.0,-5080.0,-5080.0,-5020.0,1.178828,1.17193,1.178162,1.178411,,,,4.4175,0.9126,0.9084,0.90892,0.908875,0.6723,0.663042,0.6699,0.67008,1.33325,1.3177,1.3193,1.31918,115.43,111.099998,115.050003,111.199997,9.38151,9.15891,9.19462,9.1972,1.306353,1.291839,1.303169,1.303186
10-29-2020,0.707914,0.70046,0.70554,0.70552,,,,,1.377,1.328,1.337,1.361,104.702003,104.029999,104.319,104.315002,4.46,4.342,4.435,4.431,76.65,75.3,75.9,76.65,5.7863,5.7425,5.745,5.7449,,,,,36.4,36.4,36.4,36.4,8.94494,8.8216,8.84515,8.84453,,,,,5.247,5.157,5.188,5.245,-5010.0,-5010.0,-5010.0,-5010.0,1.175917,1.165623,1.174743,1.174867,,,,4.41,0.91711,0.9088,0.9106,0.91059,0.666001,0.659918,0.664929,0.664969,1.33891,1.3276,1.33118,1.33105,116.93,112.199997,112.370003,115.32,9.59012,9.30838,9.35982,9.35814,1.302524,1.288361,1.298786,1.298988
10-30-2020,0.70709,0.701218,0.70364,0.70376,,,,,1.357,1.328,1.357,1.339,104.721001,104.139,104.557999,104.554001,4.477,4.325,4.342,4.439,76.7,75.7,75.8,75.9,5.8035,5.735548,5.7774,5.7778,,,,,36.3,36.3,36.3,36.3,8.94521,8.849,8.90768,8.91421,,,,,5.217,5.174,5.19,5.197,-4990.0,-5000.0,-4990.0,-5000.0,1.170344,1.164307,1.167679,1.16787,,,,4.8275,0.91685,0.9136,0.91545,0.91531,0.66712,0.66048,0.662959,0.662972,1.33471,1.32797,1.33135,1.33153,111.989998,107.720001,111.059998,108.860001,9.59801,9.46181,9.50729,9.52288,1.298752,1.290006,1.293209,1.293193
11-02-2020,0.7054,0.69934,0.700972,0.70082,,,,,1.359,1.305,1.359,1.354,104.943001,104.612,104.612,104.580002,4.401,4.224,4.274,4.354,77.2,75.8,76.5,76.0,5.774,5.722023,5.7382,5.7414,,,,,36.5,36.5,36.5,36.5,8.93019,8.8771,8.90713,8.908,,,,,5.213,5.079,5.203,5.205,-4930.0,-4960.0,-4930.0,-4960.0,1.165699,1.162439,1.164253,1.164212,,,,4.80875,0.9203,0.9165,0.91717,0.91716,0.663539,0.659039,0.659892,0.659848,1.33662,1.32467,1.33655,1.33679,110.68,107.32,109.110001,108.769997,9.59952,9.52209,9.56827,9.5664,1.294247,1.285678,1.292708,1.292674
11-03-2020,0.717412,0.702948,0.7055,0.70537,,,,,,,,,104.801003,104.436996,104.723999,104.724998,4.358,4.174,4.207,4.27,77.1,76.05,76.1,76.5,5.7423,5.6506,5.7412,5.7411,,,,,36.3,36.3,36.3,36.3,8.91432,8.8209,8.9022,8.9026,,,,,5.292,5.19,5.286,5.205,-4840.0,-4850.0,-4840.0,-4850.0,1.1742,1.163806,1.16428,1.16428,,,,4.77875,0.91915,0.9116,0.91883,0.918773,0.671799,0.662291,0.66324,0.66324,1.32331,1.3105,1.32205,1.32205,111.489998,108.730003,109.660004,110.440002,9.5748,9.34815,9.55374,9.5554,1.307702,1.291606,1.2924,1.29239
11-04-2020,0.7216,0.70512,0.71971,0.719683,,,,,1.35,1.302,1.325,1.325,105.341003,104.161003,104.505997,104.545998,4.233,4.083,4.083,4.212,76.35,75.55,76.25,76.15,5.7618,5.6479,5.7554,5.7549,,,,,36.0,36.0,36.0,36.0,8.9368,8.76795,8.77324,8.77333,,,,,5.328,5.261,5.292,5.288,-4830.0,-4885.0,-4830.0,-4885.0,1.176886,1.160766,1.176457,1.176221,,,,4.76,0.91926,0.9092,0.91027,0.91064,0.674209,0.66191,0.673242,0.672902,1.32972,1.30955,1.31001,1.31021,115.589996,112.349998,114.139999,114.949997,9.57825,9.28593,9.31273,9.3216,1.313767,1.291789,1.313267,1.312164
11-05-2020,0.72753,0.71468,0.7176,0.71805,,,,,1.397,1.355,1.377,1.365,104.449997,103.573997,104.435997,104.438004,4.091,4.033,4.066,4.087,77.7,75.5,77.5,75.8,5.6638,5.5393,5.6627,5.663,,,,,35.9,35.9,35.9,35.9,8.80119,8.66543,8.77459,8.7807,,,,,5.353,5.265,5.336,5.292,-4900.0,-4910.0,-4910.0,-4900.0,1.185677,1.171276,1.172993,1.173268,,,,4.74,0.91252,0.90457,0.91169,0.9114,0.676901,0.668119,0.669712,0.670008,1.31758,1.303,1.3128,1.31264,119.620003,116.870003,117.949997,119.029999,9.36004,9.14862,9.32,9.31164,1.313249,1.294264,1.296109,1.29668
11-06-2020,0.72879,0.72409,0.726232,0.72627,,,,,1.438,1.385,1.427,1.394,103.758003,103.183998,103.596001,103.602997,4.175,4.025,4.166,4.079,78.3,77.2,77.65,77.5,5.5716,5.4526,5.5236,5.5234,,,,,35.9,35.9,35.9,35.9,8.71835,8.62355,8.69242,8.69044,,,,,5.395,5.307,5.324,5.338,-4900.0,-4900.0,-4900.0,-4900.0,1.189061,1.179621,1.181419,1.181754,,,,4.74125,0.90552,0.89846,0.90443,0.90417,0.680221,0.67617,0.676352,0.676489,1.30957,1.30234,1.30822,1.30821,119.199997,116.129997,118.32,118.690002,9.2392,9.13691,9.1883,9.17275,1.317593,1.309552,1.313836,1.31394
11-09-2020,0.73396,0.726829,0.7289,0.728672,,,,,1.507,1.44,1.492,1.459,105.636002,103.239998,103.239998,103.252998,4.175,4.084,4.084,4.171,78.7,77.1,78.45,77.3,5.3785,5.2236,5.3646,5.3627,,,,,35.85,35.85,35.85,35.85,8.64945,8.55261,8.62447,8.62491,,,,,5.336,5.163,5.188,5.328,-4870.0,-4880.0,-4880.0,-4870.0,1.191923,1.179746,1.189315,1.189301,,,,4.80625,0.91359,0.89841,0.89926,0.89932,0.68541,0.679131,0.680152,0.67975,1.30283,1.29298,1.30214,1.30223,121.989998,116.050003,120.5,116.32,9.15386,8.96516,9.1292,9.1292,1.320585,1.312164,1.317922,1.318061
11-10-2020,0.7296,0.725358,0.72776,0.7282,,,,,1.502,1.44,1.497,1.488,105.477997,104.821999,105.162003,105.137001,4.175,4.076,4.126,4.097,78.65,76.25,76.25,78.5,5.4057,5.335909,5.3841,5.3847,,,,,35.75,35.75,35.75,35.75,8.65043,8.60362,8.61928,8.61814,,,,,5.284,5.173,5.254,5.192,-4870.0,-4881.0,-4877.0,-4870.0,1.184357,1.178078,1.182327,1.182732,,,,4.80375,0.91747,0.91153,0.91277,0.91269,0.684069,0.68049,0.682338,0.682519,1.30495,1.29887,1.30083,1.30071,117.589996,114.129997,115.550003,115.970001,9.0525,8.9826,9.03454,9.03136,1.327633,1.315876,1.31676,1.316968
11-11-2020,0.731775,0.72618,0.72836,0.72817,,,,,1.511,1.444,1.467,1.504,105.660004,105.012001,105.263,105.260002,,,,,77.2,76.25,76.8,76.45,5.4477,5.3761,5.4138,5.4139,,,,,34.1,34.1,34.1,34.1,8.67367,8.59412,8.60718,8.60734,,,,,,,,,-4835.0,-4850.0,-4835.0,-4844.0,1.183292,1.174729,1.181963,1.181879,,,,4.81,0.91916,0.9137,0.91499,0.91498,0.690369,0.681371,0.68292,0.682822,1.30749,1.30089,1.30295,1.3031,119.629997,116.440002,117.190002,119.489998,9.09978,8.96748,8.99834,8.99873,1.329451,1.319435,1.326154,1.326154
11-12-2020,0.729411,0.7248,0.72831,0.728428,,,,,1.474,1.442,1.455,1.454,105.471001,105.102997,105.424004,105.415001,4.233,4.109,4.208,4.122,77.2,76.7,76.7,76.9,5.431,5.3534,5.3904,5.39,,,,,34.0,34.0,34.0,34.0,8.66938,8.5958,8.6319,8.6345,,,,,5.279,5.171,5.209,5.256,-4800.0,-4820.0,-4820.0,-4800.0,1.1823,1.175959,1.17787,1.17803,,,,4.84625,0.9172,0.9132,0.91669,0.916587,0.691472,0.685659,0.68996,0.69025,1.31475,1.3056,1.3057,1.30582,120.529999,118.57,119.620003,119.209999,9.13796,9.06303,9.0761,9.0743,1.322874,1.31256,1.322401,1.322419
11-13-2020,0.72636,0.72224,0.72416,0.724019,,,,,1.48,1.445,1.464,1.455,105.144997,104.611,105.084999,105.089996,4.266,4.126,4.175,4.213,77.1,76.1,76.55,76.7,5.5226,5.451171,5.455061,5.4567,,,,,33.6,33.6,33.6,33.6,8.70339,8.62641,8.64229,8.63844,,,,,5.233,5.167,5.171,5.209,-4830.0,-4840.0,-4840.0,-4830.0,1.18339,1.179969,1.180526,1.180339,,,,4.84,0.91577,0.91275,0.9146,0.91482,0.684308,0.681222,0.683971,0.683901,1.31715,1.3115,1.31354,1.3136,119.669998,117.870003,119.440002,119.260002,9.1916,9.1308,9.168,9.1696,1.318687,1.311131,1.312388,1.312164
